source_id,title,source,type,category,url,platform,status
OSD-120,Rodent Research Study 120: Muscle atrophy in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-120,ISS,Completed
OSD-121,Plant Biology Study 121: Bone density in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-121,Spaceflight,Completed
OSD-122,Cell Culture Study 122: Gene expression in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-122,Spaceflight,Completed
OSD-123,Microorganism Study 123: Protein synthesis in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-123,ISS,Completed
OSD-124,C. elegans Study 124: DNA damage in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-124,Spaceflight,Completed
OSD-125,Drosophila Study 125: Immune function in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-125,Spaceflight,Completed
OSD-126,Arabidopsis Study 126: Cardiovascular in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-126,ISS,Completed
OSD-127,Human Cell Lines Study 127: Neural plasticity in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-127,Spaceflight,Completed
OSD-128,Rodent Research Study 128: Metabolism in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-128,Spaceflight,Completed
OSD-129,Plant Biology Study 129: Oxidative stress in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-129,ISS,Completed
OSD-130,Cell Culture Study 130: Muscle atrophy in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-130,Spaceflight,Completed
OSD-131,Microorganism Study 131: Bone density in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-131,Spaceflight,Completed
OSD-132,C. elegans Study 132: Gene expression in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-132,ISS,Completed
OSD-133,Drosophila Study 133: Protein synthesis in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-133,Spaceflight,Completed
OSD-134,Arabidopsis Study 134: DNA damage in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-134,Spaceflight,Completed
OSD-135,Human Cell Lines Study 135: Immune function in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-135,ISS,Completed
OSD-136,Rodent Research Study 136: Cardiovascular in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-136,Spaceflight,Completed
OSD-137,Plant Biology Study 137: Neural plasticity in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-137,Spaceflight,Completed
OSD-138,Cell Culture Study 138: Metabolism in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-138,ISS,Completed
OSD-139,Microorganism Study 139: Oxidative stress in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-139,Spaceflight,Completed
OSD-140,C. elegans Study 140: Muscle atrophy in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-140,Spaceflight,Completed
OSD-141,Drosophila Study 141: Bone density in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-141,ISS,Completed
OSD-142,Arabidopsis Study 142: Gene expression in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-142,Spaceflight,Completed
OSD-143,Human Cell Lines Study 143: Protein synthesis in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-143,Spaceflight,Completed
OSD-144,Rodent Research Study 144: DNA damage in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-144,ISS,Completed
OSD-145,Plant Biology Study 145: Immune function in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-145,Spaceflight,Completed
OSD-146,Cell Culture Study 146: Cardiovascular in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-146,Spaceflight,Completed
OSD-147,Microorganism Study 147: Neural plasticity in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-147,ISS,Completed
OSD-148,C. elegans Study 148: Metabolism in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-148,Spaceflight,Completed
OSD-149,Drosophila Study 149: Oxidative stress in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-149,Spaceflight,Completed
OSD-150,Arabidopsis Study 150: Muscle atrophy in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-150,ISS,Completed
OSD-151,Human Cell Lines Study 151: Bone density in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-151,Spaceflight,Completed
OSD-152,Rodent Research Study 152: Gene expression in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-152,Spaceflight,Completed
OSD-153,Plant Biology Study 153: Protein synthesis in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-153,ISS,Completed
OSD-154,Cell Culture Study 154: DNA damage in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-154,Spaceflight,Completed
OSD-155,Microorganism Study 155: Immune function in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-155,Spaceflight,Completed
OSD-156,C. elegans Study 156: Cardiovascular in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-156,ISS,Completed
OSD-157,Drosophila Study 157: Neural plasticity in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-157,Spaceflight,Completed
OSD-158,Arabidopsis Study 158: Metabolism in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-158,Spaceflight,Completed
OSD-159,Human Cell Lines Study 159: Oxidative stress in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-159,ISS,Completed
OSD-160,Rodent Research Study 160: Muscle atrophy in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-160,Spaceflight,Completed
OSD-161,Plant Biology Study 161: Bone density in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-161,Spaceflight,Completed
OSD-162,Cell Culture Study 162: Gene expression in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-162,ISS,Completed
OSD-163,Microorganism Study 163: Protein synthesis in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-163,Spaceflight,Completed
OSD-164,C. elegans Study 164: DNA damage in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-164,Spaceflight,Completed
OSD-165,Drosophila Study 165: Immune function in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-165,ISS,Completed
OSD-166,Arabidopsis Study 166: Cardiovascular in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-166,Spaceflight,Completed
OSD-167,Human Cell Lines Study 167: Neural plasticity in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-167,Spaceflight,Completed
OSD-168,Rodent Research Study 168: Metabolism in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-168,ISS,Completed
OSD-169,Plant Biology Study 169: Oxidative stress in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-169,Spaceflight,Completed
OSD-170,Cell Culture Study 170: Muscle atrophy in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-170,Spaceflight,Completed
OSD-171,Microorganism Study 171: Bone density in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-171,ISS,Completed
OSD-172,C. elegans Study 172: Gene expression in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-172,Spaceflight,Completed
OSD-173,Drosophila Study 173: Protein synthesis in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-173,Spaceflight,Completed
OSD-174,Arabidopsis Study 174: DNA damage in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-174,ISS,Completed
OSD-175,Human Cell Lines Study 175: Immune function in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-175,Spaceflight,Completed
OSD-176,Rodent Research Study 176: Cardiovascular in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-176,Spaceflight,Completed
OSD-177,Plant Biology Study 177: Neural plasticity in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-177,ISS,Completed
OSD-178,Cell Culture Study 178: Metabolism in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-178,Spaceflight,Completed
OSD-179,Microorganism Study 179: Oxidative stress in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-179,Spaceflight,Completed
OSD-180,C. elegans Study 180: Muscle atrophy in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-180,ISS,Completed
OSD-181,Drosophila Study 181: Bone density in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-181,Spaceflight,Completed
OSD-182,Arabidopsis Study 182: Gene expression in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-182,Spaceflight,Completed
OSD-183,Human Cell Lines Study 183: Protein synthesis in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-183,ISS,Completed
OSD-184,Rodent Research Study 184: DNA damage in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-184,Spaceflight,Completed
OSD-185,Plant Biology Study 185: Immune function in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-185,Spaceflight,Completed
OSD-186,Cell Culture Study 186: Cardiovascular in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-186,ISS,Completed
OSD-187,Microorganism Study 187: Neural plasticity in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-187,Spaceflight,Completed
OSD-188,C. elegans Study 188: Metabolism in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-188,Spaceflight,Completed
OSD-189,Drosophila Study 189: Oxidative stress in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-189,ISS,Completed
OSD-190,Arabidopsis Study 190: Muscle atrophy in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-190,Spaceflight,Completed
OSD-191,Human Cell Lines Study 191: Bone density in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-191,Spaceflight,Completed
OSD-192,Rodent Research Study 192: Gene expression in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-192,ISS,Completed
OSD-193,Plant Biology Study 193: Protein synthesis in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-193,Spaceflight,Completed
OSD-194,Cell Culture Study 194: DNA damage in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-194,Spaceflight,Completed
OSD-195,Microorganism Study 195: Immune function in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-195,ISS,Completed
OSD-196,C. elegans Study 196: Cardiovascular in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-196,Spaceflight,Completed
OSD-197,Drosophila Study 197: Neural plasticity in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-197,Spaceflight,Completed
OSD-198,Arabidopsis Study 198: Metabolism in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-198,ISS,Completed
OSD-199,Human Cell Lines Study 199: Oxidative stress in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-199,Spaceflight,Completed
OSD-200,Rodent Research Study 200: Muscle atrophy in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-200,Spaceflight,Completed
OSD-201,Plant Biology Study 201: Bone density in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-201,ISS,Completed
OSD-202,Cell Culture Study 202: Gene expression in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-202,Spaceflight,Completed
OSD-203,Microorganism Study 203: Protein synthesis in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-203,Spaceflight,Completed
OSD-204,C. elegans Study 204: DNA damage in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-204,ISS,Completed
OSD-205,Drosophila Study 205: Immune function in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-205,Spaceflight,Completed
OSD-206,Arabidopsis Study 206: Cardiovascular in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-206,Spaceflight,Completed
OSD-207,Human Cell Lines Study 207: Neural plasticity in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-207,ISS,Completed
OSD-208,Rodent Research Study 208: Metabolism in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-208,Spaceflight,Completed
OSD-209,Plant Biology Study 209: Oxidative stress in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-209,Spaceflight,Completed
OSD-210,Cell Culture Study 210: Muscle atrophy in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-210,ISS,Completed
OSD-211,Microorganism Study 211: Bone density in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-211,Spaceflight,Completed
OSD-212,C. elegans Study 212: Gene expression in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-212,Spaceflight,Completed
OSD-213,Drosophila Study 213: Protein synthesis in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-213,ISS,Completed
OSD-214,Arabidopsis Study 214: DNA damage in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-214,Spaceflight,Completed
OSD-215,Human Cell Lines Study 215: Immune function in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-215,Spaceflight,Completed
OSD-216,Rodent Research Study 216: Cardiovascular in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-216,ISS,Completed
OSD-217,Plant Biology Study 217: Neural plasticity in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-217,Spaceflight,Completed
OSD-218,Cell Culture Study 218: Metabolism in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-218,Spaceflight,Completed
OSD-219,Microorganism Study 219: Oxidative stress in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-219,ISS,Completed
OSD-220,C. elegans Study 220: Muscle atrophy in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-220,Spaceflight,Completed
OSD-221,Drosophila Study 221: Bone density in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-221,Spaceflight,Completed
OSD-222,Arabidopsis Study 222: Gene expression in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-222,ISS,Completed
OSD-223,Human Cell Lines Study 223: Protein synthesis in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-223,Spaceflight,Completed
OSD-224,Rodent Research Study 224: DNA damage in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-224,Spaceflight,Completed
OSD-225,Plant Biology Study 225: Immune function in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-225,ISS,Completed
OSD-226,Cell Culture Study 226: Cardiovascular in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-226,Spaceflight,Completed
OSD-227,Microorganism Study 227: Neural plasticity in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-227,Spaceflight,Completed
OSD-228,C. elegans Study 228: Metabolism in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-228,ISS,Completed
OSD-229,Drosophila Study 229: Oxidative stress in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-229,Spaceflight,Completed
OSD-230,Arabidopsis Study 230: Muscle atrophy in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-230,Spaceflight,Completed
OSD-231,Human Cell Lines Study 231: Bone density in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-231,ISS,Completed
OSD-232,Rodent Research Study 232: Gene expression in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-232,Spaceflight,Completed
OSD-233,Plant Biology Study 233: Protein synthesis in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-233,Spaceflight,Completed
OSD-234,Cell Culture Study 234: DNA damage in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-234,ISS,Completed
OSD-235,Microorganism Study 235: Immune function in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-235,Spaceflight,Completed
OSD-236,C. elegans Study 236: Cardiovascular in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-236,Spaceflight,Completed
OSD-237,Drosophila Study 237: Neural plasticity in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-237,ISS,Completed
OSD-238,Arabidopsis Study 238: Metabolism in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-238,Spaceflight,Completed
OSD-239,Human Cell Lines Study 239: Oxidative stress in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-239,Spaceflight,Completed
OSD-240,Rodent Research Study 240: Muscle atrophy in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-240,ISS,Completed
OSD-241,Plant Biology Study 241: Bone density in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-241,Spaceflight,Completed
OSD-242,Cell Culture Study 242: Gene expression in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-242,Spaceflight,Completed
OSD-243,Microorganism Study 243: Protein synthesis in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-243,ISS,Completed
OSD-244,C. elegans Study 244: DNA damage in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-244,Spaceflight,Completed
OSD-245,Drosophila Study 245: Immune function in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-245,Spaceflight,Completed
OSD-246,Arabidopsis Study 246: Cardiovascular in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-246,ISS,Completed
OSD-247,Human Cell Lines Study 247: Neural plasticity in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-247,Spaceflight,Completed
OSD-248,Rodent Research Study 248: Metabolism in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-248,Spaceflight,Completed
OSD-249,Plant Biology Study 249: Oxidative stress in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-249,ISS,Completed
OSD-250,Cell Culture Study 250: Muscle atrophy in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-250,Spaceflight,Completed
OSD-251,Microorganism Study 251: Bone density in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-251,Spaceflight,Completed
OSD-252,C. elegans Study 252: Gene expression in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-252,ISS,Completed
OSD-253,Drosophila Study 253: Protein synthesis in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-253,Spaceflight,Completed
OSD-254,Arabidopsis Study 254: DNA damage in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-254,Spaceflight,Completed
OSD-255,Human Cell Lines Study 255: Immune function in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-255,ISS,Completed
OSD-256,Rodent Research Study 256: Cardiovascular in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-256,Spaceflight,Completed
OSD-257,Plant Biology Study 257: Neural plasticity in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-257,Spaceflight,Completed
OSD-258,Cell Culture Study 258: Metabolism in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-258,ISS,Completed
OSD-259,Microorganism Study 259: Oxidative stress in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-259,Spaceflight,Completed
OSD-260,C. elegans Study 260: Muscle atrophy in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-260,Spaceflight,Completed
OSD-261,Drosophila Study 261: Bone density in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-261,ISS,Completed
OSD-262,Arabidopsis Study 262: Gene expression in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-262,Spaceflight,Completed
OSD-263,Human Cell Lines Study 263: Protein synthesis in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-263,Spaceflight,Completed
OSD-264,Rodent Research Study 264: DNA damage in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-264,ISS,Completed
OSD-265,Plant Biology Study 265: Immune function in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-265,Spaceflight,Completed
OSD-266,Cell Culture Study 266: Cardiovascular in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-266,Spaceflight,Completed
OSD-267,Microorganism Study 267: Neural plasticity in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-267,ISS,Completed
OSD-268,C. elegans Study 268: Metabolism in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-268,Spaceflight,Completed
OSD-269,Drosophila Study 269: Oxidative stress in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-269,Spaceflight,Completed
OSD-270,Arabidopsis Study 270: Muscle atrophy in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-270,ISS,Completed
OSD-271,Human Cell Lines Study 271: Bone density in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-271,Spaceflight,Completed
OSD-272,Rodent Research Study 272: Gene expression in Microgravity,NASA OSDR,Biological Experiment,space_biology,https://osdr.nasa.gov/bio/repo/data/studies/OSD-272,Spaceflight,Completed
